,user_id,created_at,ip,QID11_TEXT_translated
417,638207233,2024-04-11 13:49:20.385952,193.194.126.138,"Creativity, care, attentiveness"
418,1486960403,2024-04-11 19:19:50.651914,195.3.128.40,"Pessimist, phlegmatic, not an early bird. Fascinating technologies and new opportunities. I dream of changing my job to something radically different. I love dogs."
419,1487206408,2024-02-27 21:06:07.429534,89.209.140.136,"I am a versatile person, I like to read, listen to music"
420,1488191695,2024-01-16 07:54:28.583020,178.136.55.121,"I want to go home, there is my favorite dish, my hairdresser"
421,1493152198,2024-03-04 04:49:50.707211,93.127.111.186,thank you
422,1497927701,2024-01-14 15:13:00.979287,62.16.10.218,"I am Ukrainian, I am 39 years old, I have two higher educations, I have two children, my hobbies are reading, drawing, gym"
423,1499480690,2024-03-03 11:40:58.409742,46.201.151.53,I have health problems in the group
424,1500859259,2024-03-25 17:09:54.014114,0.0.0.0,
426,1504799675,2024-03-07 14:21:08.984818,0.0.0.0,
427,1507358044,2024-03-24 12:36:39.730788,188.190.35.82,"Sociable personality, athletic nature"
428,1508444224,2024-03-20 06:27:47.310198,195.64.239.246,Communication
429,1510869697,2024-03-28 07:44:53.879704,88.239.77.168,I am 28 years old. I travel and want to do freelance work in order not to be dependent on the place of work
430,1512331844,2024-03-07 14:27:06.556917,178.54.145.120,"Responsible, very serious, I love justice, I love hard-working, experienced, goal-oriented people, from whom you can draw enthusiasm to act"
431,1513036598,2024-02-27 19:39:24.928522,0.0.0.0,
432,1514146375,2024-02-25 21:48:29.622310,0.0.0.0,I am a workaholic who loves work and people
433,1523556785,2024-02-28 19:54:17.892494,46.133.46.250,"Sometimes it is difficult for me to find the strength to sit down to do the work, so I often do everything at the last moment, but I try to do it qualitatively, persistently. I am interested in psychology."
434,1489399492,2024-03-13 09:35:23.205649,91.196.82.27,"I like to eat, read, actively rest"
435,1497139397,2024-03-27 19:59:53.019398,178.211.101.122,"I am 29 and I already have two beautiful children, now I will build a career, in the field of trade, I really like to sew, but I would not like to earn money from it, I am purposeful and very trusting, this is both a plus and a minus"
436,1525768555,2024-03-09 14:21:20.126659,0.0.0.0,
437,1942651349,2024-04-15 13:08:08.906101,193.238.34.106,"Hardworking, responsible, I have creative inclinations, I like to grow flowers"
438,1536948597,2024-03-26 21:19:18.870788,178.215.167.190,"Sport
IT
Games"
439,2076703271,2024-04-17 10:57:13.791541,0.0.0.0,
440,5729668522,2024-04-13 08:44:59.574587,194.31.237.131,I strive for self-improvement
441,210003903,2024-04-01 11:05:40.468898,178.133.149.25,"I like computer games and series, coach potato. I love LEGO"
442,242385831,2023-12-12 16:32:19.771808,0.0.0.0,
443,285665626,2024-01-13 09:23:53.662052,46.150.65.38,"I like what I do! I love sports, I am passionate about choreography"
444,305279390,2024-03-21 13:00:14.263981,0.0.0.0,
445,365529498,2024-01-14 15:01:52.336026,46.211.235.248,Prg
446,420348467,2024-03-21 08:41:58.386232,109.86.83.153,Extrovert
447,475537025,2024-01-13 13:04:52.338519,0.0.0.0,
448,480811447,2024-01-11 20:46:26.709525,0.0.0.0,
449,481578644,2024-01-14 09:03:55.819626,46.211.112.137,Purposeful and multifaceted personality
450,874710365,2024-04-12 12:55:13.861359,80.84.179.234,"I'm optimistic and hardworking person, believe in kindness and love"
451,1534655561,2024-01-11 21:40:13.999767,0.0.0.0,
452,1536212703,2024-02-27 13:28:33.354742,217.196.161.160,"As a 1st year computer engineering student, my interests are focused on studying programming, computer architecture and technology. My hobby is reading, especially technical literature and scientific articles. I am always interested in new discoveries in the world of technology and software development."
453,1539769308,2024-03-27 12:26:52.432850,217.19.215.123,Meaningless input
454,1544568265,2024-03-25 17:40:58.242186,194.62.139.71,"Hard-working, stress-resistant, communicative"
455,1284228312,2024-04-16 13:18:32.439327,80.93.123.164,"responsible, attentive, active"
456,1545678637,2024-04-09 01:53:45.756959,195.64.183.235,"I am a very versatile person, I like to communicate with people, but when these people are interesting to me. I don't like monotony"
457,1527030396,2024-03-29 14:26:56.507657,128.124.36.253,"Purposeful, easy to learn, reliable"
458,1536591064,2024-03-17 15:06:06.435897,37.73.28.37,"I recently became a mother, I am discovering a completely different life for myself. I love my job, although I have a very young child who has already started working again while I work part-time. I like work related to numbers, analytics, so that you have to think"
459,1538218441,2024-03-08 13:57:26.308296,88.155.148.40,Dancing
460,1550907645,2024-03-07 15:19:45.629052,176.37.180.127,"I am kind, responsible, hardworking and honest)"
461,1551456935,2024-02-27 19:48:46.998090,0.0.0.0,
463,1542534728,2024-03-03 20:45:16.196539,31.144.24.166,"I am friendly, always ready to help. I always treat work responsibly."
464,642414537,2024-04-16 13:30:52.133674,178.133.189.20,"I really like my work, fishing, I love reading books, cooking various dishes)))"
465,5671588661,2024-04-12 12:57:53.352252,0.0.0.0,
467,301766518,2024-01-12 11:48:21.517550,83.142.232.246,"I don't really like to talk about myself in an arbitrary way. I don't know what to say. The answer options are simpler for me.
Currently, work takes up all my time, I try to combine it with relationships and meetings with friends, which is not going as well as I would like. I like various scientific and psychological articles, surveys and tests. And I also watch a lot of movies and series."
468,427512912,2024-04-08 14:46:20.587022,46.211.102.190,Responsible.
469,303527400,2023-12-29 23:16:13.393929,0.0.0.0,
470,1557966020,2024-04-09 13:42:27.109034,91.219.255.92,"Sociable, attentive, meticulous. I love to communicate with people. Responsible, to the point)). Positive, active. I play the piano, my pet is Scooba the pug. Good Bye."
471,307710991,2024-03-10 12:16:25.858188,0.0.0.0,
472,341627620,2024-02-28 22:33:21.476535,0.0.0.0,
473,1568737874,2024-03-28 07:32:05.589180,93.170.118.180,"A mother on maternity leave who does not sit still, but develops in the online sphere"
474,415247578,2024-01-13 12:49:10.833470,0.0.0.0,
475,501744825,2024-04-17 11:01:54.471314,176.36.17.230,"I am responsible for my work, I always carefully perform various tasks and assignments."
476,1121766877,2024-04-15 13:16:49.662828,2a02:2378:11a8:976b:510d:7f5e:d8b2:827e,"Hard-working, responsible, in my spare time I relax with friends in nature, when there is no opportunity, I play on the PC"
477,1558431604,2023-12-25 11:12:37.637794,213.57.182.107,Now I paint my feelings
478,1561258720,2024-03-07 14:21:34.667845,176.115.100.241,Versatile
479,1571108192,2024-03-29 19:27:04.470579,176.111.178.143,"Workaholic. I like to play tennis, go to the pool, I like country vacations"
480,1572803072,2024-03-25 19:02:33.798388,45.12.26.84,Difficult to answer
481,1580666755,2024-03-18 09:55:40.863992,46.211.6.89,"I feel like a young woman, a loving mother. I love what I am doing now, it is very difficult and responsible work, but it is so nice to see the results, to rejoice together with my parents! I plant flowers in my spare time"
482,1581831351,2024-03-20 12:58:03.295180,0.0.0.0,
484,1586172813,2024-04-04 17:27:37.449543,89.209.156.118,love to travel and explore new opportunities
485,1588598023,2024-03-06 20:43:08.661460,92.253.236.46,"I like to travel, ride a bike, I like new places, sometimes I like to cook"
486,1588633337,2024-04-11 20:22:00.375890,195.242.114.205,"I am a good person
Mom is on maternity leave
Sometimes I read books
I buy many books for my child
I take responsibility for any work"
487,1589664799,2024-02-12 17:05:46.162370,0.0.0.0,
488,1591366624,2024-03-07 15:18:48.387104,178.133.32.174,"I like to draw, cook, play games, watch series, help animals."
489,1578685234,2024-03-24 12:12:15.667299,185.137.218.139,Meaningless input
490,1604296597,2024-03-02 18:04:34.227574,188.163.49.156,I love my work very much. Data analysis and conclusions are mine. Analytical mindset. I don't like to waste time pointlessly.
491,1596566751,2024-03-28 05:21:46.086781,141.170.254.234,"I like to read, watch movies, listen to music"
492,1603487241,2024-02-28 13:31:39.728541,0.0.0.0,
493,1605303499,2024-03-07 14:21:09.693205,37.52.2.140,"Communicative, able to work in a team and organize work, explain material concisely, teach new things. I like to work with documents, with archival records. I like gardening, I have many indoor plants. I like to cook for my loved one."
494,5851169626,2024-04-13 09:33:37.394014,0.0.0.0,
495,625030522,2024-04-16 14:29:15.421240,93.175.201.72,"I am 26 years old, I live and work in Ukraine. I am currently in a relationship and live in my boyfriend's apartment. I think we have a very cool relationship and we love each other. I also have friends with whom I like to spend my time. I am quite an active person, prone to optimism and self-belief. I like to spend time in nature, walk a lot and travel. I love mountains and everything related to them, except skiing."
496,86508731,2024-03-28 20:17:56.297738,0.0.0.0,
497,199559612,2024-03-31 09:00:08.975463,185.183.95.101,"Currently on maternity leave. I worked as a teacher, I realized that this is not mine.
She lived in Poland for three years. She traveled a lot before the pandemic.
I am interested in psychology."
498,364116658,2024-01-16 13:25:21.959984,188.163.102.173,"I have a very active position in life, I always openly express my opinion, I am for the development of society"
500,474717036,2024-04-05 13:58:13.906629,91.202.73.106,"I have a good job, which I appreciate and cherish, but I also have a lot of free time, so I am looking for an occupation that would bring additional income. I really want to have remote work online, I have everything for this (laptop, internet)."
501,522114077,2024-04-10 20:23:59.217390,188.191.42.2,"I like responsibility and honesty, order and cleanliness, I like to go to the mountains, generally a cheerful but calm person"
502,352995154,2024-02-14 17:32:15.043249,0.0.0.0,
503,633596649,2024-04-11 14:23:56.087577,195.114.144.197,Multifaceted
504,432139191,2024-04-17 11:08:41.249050,176.241.106.110,"I maintain a healthy lifestyle - sports and vegetarianism, frequent walks with 2 dogs and a child"
505,412736076,2024-04-02 00:48:54.656522,0.0.0.0,
507,543266961,2024-03-02 12:20:04.890434,0.0.0.0,
508,640471642,2024-04-12 13:23:43.392418,0.0.0.0,
509,1459831593,2024-04-15 13:31:29.869588,195.226.121.50,I want to earn extra by putting likes and comments
510,1605900483,2024-03-23 05:39:09.898847,188.163.60.64,Life is Beautiful
511,1606193284,2024-03-14 13:40:47.182446,0.0.0.0,
512,1607641331,2024-03-03 21:52:34.067359,0.0.0.0,
513,1608041552,2024-04-11 07:41:11.157337,37.115.203.93,"Unfortunately, I'm going through a very difficult time in my life right now, so I don't have much to say except that I'm depressed and I constantly need funds to survive"
514,1614177310,2024-02-12 18:32:06.875460,46.133.52.227,"I love my work. I like working as a teacher, but sometimes there are not enough funds for the family. You need to look for sources of additional income"
515,1616690335,2024-03-20 08:46:51.161351,5.53.113.91,tired
516,1614622622,2024-02-21 10:01:44.958299,109.229.30.205,"I am looking for a job in the field of marketing. I am married, so far at home I paint pictures in my spare time, from household chores."
517,1615301806,2024-03-06 14:08:09.055641,91.196.176.13,"Purposeful, attentive, punctual"
518,1616877559,2024-04-05 23:23:26.514889,188.163.12.10,I am a manager
519,1617574354,2024-03-01 12:29:29.512561,195.2.236.213,A responsible housewife who cares about her family
520,1775595990,2024-04-15 13:34:17.802571,213.81.136.11,"I like to cook and spend time with my family. I like to relax in nature. Working on the Internet, I can spend more time with children and engage in their development."
521,7035520001,2024-04-13 10:05:25.072011,88.155.230.123,"I value honesty and responsibility in people, I play sports and love intellectual games"
522,935897939,2024-04-16 15:22:44.850079,91.219.255.95,"Hardworking, meticulous, attentive. Sport"
523,268683800,2023-12-21 10:37:15.893292,178.197.215.111,"I am interested in taking the survey, because I believe that the opinion of every person in the world is very important! I love my job because it is interesting to me and I influence the decision of the company's financial statement"
524,1625162708,2024-04-07 18:25:41.639532,212.110.138.180,Art
525,1636459470,2024-02-21 22:23:26.358580,85.114.203.103,"I am a perfectionist in everything. If I take on some business - I study it perfectly and very quickly, I know how to see the main thing. Now I am looking for a new job, so that I can not only have additional income, but also help the country in difficult times, pay more taxes. I am looking for more options for passive income to be able to spend time with my family"
526,1637640316,2024-03-30 03:22:37.089421,185.159.163.180,I am interested in military rehabilitation. I love to read. I am glad when each collection is closed
527,1637782236,2024-04-07 22:38:42.242240,91.214.137.166,I am purposeful and love discipline
528,1641209228,2024-03-29 04:08:36.112345,185.159.162.241,"I love nature, literature and my work. I dream of Victory and the end of the war."
529,248720650,2023-12-21 10:24:09.877263,0.0.0.0,I like my work and my life
530,250261042,2023-12-21 21:10:05.395127,0.0.0.0,Test
531,258031052,2023-12-21 10:18:14.944626,0.0.0.0,"Responsible, active, smart"
532,825529349,2024-04-17 11:18:48.192651,46.211.255.225,"A Ukrainian woman from Kharkiv, I work, I accept IDPs, I do sports, and I am getting closer to victory."
535,574337103,2024-04-11 14:39:59.463499,188.163.9.124,"I like to work with small children, although it is very difficult with them, but in the end, the result is always pleasing."
536,853485460,2024-04-12 13:30:55.038111,185.159.162.229,I want peace!
537,1623096583,2024-02-24 16:03:52.775838,0.0.0.0,
538,1623115407,2024-01-16 06:39:51.707997,109.86.50.133,"I like to dance, I like animals and I want to earn money"
539,1626106924,2024-04-04 19:55:20.740690,188.25.130.216,I like to learn and learn about something new
541,1633003015,2024-03-07 15:53:10.894445,0.0.0.0,
542,1637512639,2024-03-07 15:52:59.519331,5.248.245.246,"Easy to learn, very interested in online work"
543,1640092432,2024-03-18 18:24:57.075941,37.73.201.142,"I am purposefully going towards my goal - to finish the university. I complete all assignments, study hard and go for a red diploma"
544,1641506144,2024-03-06 19:43:13.904692,91.210.251.8,"I have been working since I was 18 years old, I love communication and people, being in society, however, now I am just a mother, 24 hours a day."
545,1644154230,2024-03-17 11:29:52.675770,93.175.200.133,I am Diana. Photographer by profession. I like to read books and learn foreign languages.
546,1644166794,2024-04-05 04:26:20.834623,185.19.5.108,"Responsible, I like working with papers more"
547,1644905847,2024-04-04 21:31:42.414450,37.73.15.35,i like to walk
548,1646183178,2024-03-25 20:30:06.308288,46.211.228.162,I love coffee
549,1646620411,2024-02-27 17:46:35.954573,0.0.0.0,
550,1646803606,2024-03-07 15:45:09.674436,176.115.102.245,"I am a responsible and diligent worker. I use the authority of the management. I love my job because I like to communicate with people. Adopt their experience, learn and discover something new for yourself. I still like various trainings to develop and expand my horizons."
551,1649134016,2024-01-09 10:06:15.764502,178.136.226.111,"Open, self-confident, attentive, punctual, polite, balanced"
552,639347707,2024-04-16 15:24:12.251427,91.233.90.6,"I love to draw, do sports. Spend time in nature."
554,299078720,2023-12-25 13:10:39.668918,209.198.130.217,Volunteer
555,1651550424,2024-03-27 12:28:47.884670,46.150.68.159,"Responsible, sporty, sociable person"
556,1662041239,2024-01-17 08:40:36.955489,212.80.39.230,I am happy with my family.
557,325548132,2023-12-25 12:41:36.080686,77.122.185.223,"A good decent person, often my kindness does not work in my favor, I like my job and want a higher salary level.
Because of the war, I live separately with my wife and son, I sent them to a safe place in Germany. Most of all, I want the end of the war."
559,372440111,2023-12-26 21:20:11.369525,178.133.37.101,1
560,1649081182,2024-03-22 14:05:46.878410,2a02:14f:174:3dba:410:7ee5:c459:a9f6,Hrhtj
561,382752102,2023-12-26 05:00:25.440792,188.163.121.240,"Honest, responsible, creative, ambitious, energetic"
562,1669845778,2024-04-03 08:33:31.752241,46.211.229.177,There is a lot of work - there is not enough time somehow ♀️ 🤷
563,456099130,2024-04-12 13:39:38.103540,195.38.8.102,I am very punctual
564,503629671,2024-04-13 10:10:33.468142,188.163.20.242,I am a simple and honest person.
565,676160634,2024-04-15 13:36:26.533084,95.134.83.1,"I am Angelina. Since childhood, she loved vocals and literature. She even had a couple of her own works and poems. Studied as an interior designer. I am not working at the moment, so I have plenty of free time"
566,1649622495,2024-02-22 09:52:14.725014,0.0.0.0,
567,1651023563,2024-04-06 13:35:35.145173,37.73.35.92,"I am a scientist. I love my work, I have a hobby of writing and love to travel"
569,1654529294,2024-03-06 05:59:49.763112,46.211.250.143,"I love my work, children and loved ones.
I take responsibility for my duties. I like to rest with friends"
570,1656278387,2024-04-02 09:26:33.678202,88.155.247.152,"I like to work, relax and enjoy life"
571,1657621452,2024-03-07 14:11:01.840844,0.0.0.0,
572,1676675759,2024-03-19 18:44:11.819828,2a02:2378:1035:a391:c5fb:5a3f:acbf:7d02,Responsible and honest. Attentive and striving for the ideal in everything
573,1659738310,2024-03-13 15:17:21.405539,62.122.220.145,I like to read books. I also play computer games.
574,1660776685,2024-03-15 10:53:59.712126,88.155.189.66,Like travelling. I like to go shopping. She worked as a nurse in a private laboratory.
575,1664231067,2024-01-12 12:57:27.529492,46.211.249.116,"I like to communicate and help others, if there is knowledge, skills and opportunities for this.
I love different handicrafts.
Now it is not very resourceful.
I have financial problems.
In search of a job that would please and bring a stable and sufficient income."
576,1665923923,2024-03-16 20:09:34.239887,185.70.17.14,"I think it's a good practice for me, - answering in English. I like dance, psychology and drawing. I don't like my job and want to change it."
577,1667336332,2024-02-27 22:17:48.750946,0.0.0.0,
578,1668803563,2024-04-11 04:26:55.241317,188.190.92.105,I'm studying
580,1673463615,2024-02-25 10:35:21.868858,0.0.0.0,I would like.something.better.an opportunity.to.earn.a little extra.
581,1677664471,2024-03-07 14:22:31.643428,188.163.77.147,I really like to work
582,800839200,2024-04-17 11:22:07.896117,5.199.233.38,"I have many interests and hobbies, a versatile personality, tolerant and easy to communicate with, I treat work responsibly, among my favorite activities are drawing and reading."
583,1776799444,2024-04-12 14:01:33.380323,0.0.0.0,
584,6898703679,2024-04-16 16:00:14.660866,194.99.105.90,"I work in the field of information technologies, I am interested in cars"
585,313611549,2024-04-17 12:01:10.812693,88.155.157.102,"I will receive two higher educations at the same time, full-time and part-time. In my free time, I read a lot of fiction"
586,1706624594,2024-04-07 04:35:01.888399,46.211.88.44,I am an ordinary person
587,394359024,2024-04-10 20:52:22.630562,37.73.7.251,"Calm introvert. I love my field of activity. I have a lot of free time, which I try to spend with friends"
588,377498414,2024-01-11 18:02:45.419420,37.73.17.152,"I like to work. I like working with my hands, I like monotonous work, improving something"
589,386303358,2024-01-12 00:46:54.295639,176.37.164.90,"I'm an optimist. I always strive to learn something new. I am attentive and proactive in work. I like to read books, draw neurographics, make yoga"
590,475258012,2024-04-15 14:04:23.815971,91.211.133.85,"Hardworking, I like to work in the garden, take care"
591,742103780,2024-04-13 10:29:49.765112,176.126.128.33,"I like my profession, because medicine 👍🏻👍🏻"
592,1678318416,2024-04-07 11:18:09.753215,95.158.53.26,I do quality work
593,1678952210,2024-03-30 10:16:57.280354,176.98.92.182,Nikita
595,1680072605,2024-03-07 14:18:06.407070,0.0.0.0,
596,1685024611,2024-02-12 17:25:31.996748,0.0.0.0,
597,1687744238,2024-04-14 19:21:15.829720,195.34.75.106,I love my work
598,1689162065,2024-02-22 12:56:52.833888,0.0.0.0,
600,1696497253,2024-03-31 03:53:04.086300,77.123.127.21,"I like my job, change only changes"
601,1698031320,2024-04-13 04:56:01.071179,188.163.115.230,Introvert. I like to swim.
602,1700595125,2024-03-25 17:17:48.192756,185.209.58.8,"I study at the engineering and mathematics faculty, I am looking for a job, I go to dances, I plan to go to the gym. I have been trying to find ways to earn money since I was 12 years old, I am very active and responsible"
603,1704822204,2024-03-07 14:12:12.863084,193.194.126.209,Chat with people
604,1705336792,2024-03-20 13:07:53.892972,188.163.81.49,"I spend all my free time studying and self-improvement. I like to walk in nature, draw, read."
605,1710857050,2024-03-03 18:17:12.465670,89.209.220.225,Responsibility
606,800079241,2024-04-11 15:33:45.192014,2a02:2378:124c:2ef8::1,"I am pregnant and on maternity leave, I worked as an accountant and auditor, I liked it, my profession is a food technologist"
607,5144147997,2024-04-13 10:34:00.483705,88.155.52.213,"I am very hardworking, I love order everywhere and in everything. I love to knit, sew, and cook."
608,790237420,2024-04-16 16:32:25.129660,95.158.42.66,I like my work and I want to develop in these directions. I also do stretching 2-3 times a week
610,501684759,2024-01-13 08:36:03.025914,185.177.189.164,"At work, as in everyday life, I am very responsible, punctual, I try to keep everything in order and systematize. I like to make plans, schedules, complete tasks and stick to deadlines. At the same time, creativity and a creative approach are present in my life"
611,737219424,2024-01-14 09:29:37.412207,46.211.82.72,"I am an independent, organized and responsible person. I have knowledge and experience in aviation and contact center management. Like travelling. I consider planning to be my strong point."
612,546493593,2024-03-04 23:35:38.494405,93.178.233.0,Nothing interesting
614,1716383684,2024-02-26 22:08:47.060688,0.0.0.0,"A conscientious, responsible person, with a sense of humor, an optimist and hoping for the best."
615,1716569831,2024-03-14 06:05:31.654516,185.35.102.153,I think normally
616,1730976385,2024-03-29 17:26:08.577936,46.37.217.35,"I am a person who, together with my family, is going through a very difficult experience of the war. This is the main thing that worries me now."
617,619064501,2024-04-12 14:07:36.843819,46.211.31.153,I am a person who likes to work and rest and travel.
619,1732587905,2024-04-04 16:14:28.034576,89.209.104.67,"Purposeful, an example for the child, hardworking, with a good sense of humor"
620,673560449,2024-01-16 06:09:07.717622,178.133.160.56,"I am a polite and kind person! I love that everything is in its place! I love my job because I constantly meet different people! Well, of course, my weakness is my car, she is like a girl to me!"
622,671067422,2024-04-17 12:02:33.914303,176.241.106.110,"Honest, open, reliable, responsible, sociopathic"
623,750640424,2024-04-11 16:00:31.884132,2a09:bac3:5866:2dc::49:10b,Meaningless input
624,1712656995,2024-03-26 18:04:19.367252,0.0.0.0,
625,1715398378,2024-03-16 20:10:09.654709,37.30.14.40,"I really like to develop, learn new things, I take my work seriously, I do it 100 percent
 In my free time I like to read"
626,1715624884,2024-04-05 16:22:54.416674,0.0.0.0,
627,1716108609,2024-01-20 12:41:07.092703,0.0.0.0,Athlete
628,1717237915,2024-04-01 17:43:23.778799,0.0.0.0,
629,1718724442,2024-03-16 11:43:40.110858,37.55.121.173,"I am a tractor driver by profession, but I have never worked as one, because it is not profitable."
630,1723370294,2024-03-15 17:16:46.086151,91.202.147.108,"Workaholic, interested in new things, achieves goals, reads"
631,1724877666,2024-03-26 10:58:22.904065,188.163.8.225,Don't know
632,1730680508,2024-03-03 13:10:36.423016,0.0.0.0,
633,1732937668,2024-01-11 18:28:51.923630,0.0.0.0,
634,6242222361,2024-04-13 10:36:37.112844,46.211.20.211,I like my work. I like to play sports and dance.
635,6925913825,2024-04-16 16:42:57.310145,46.211.90.5,"I have a very interesting job. I read a lot, like to travel"
636,445959694,2024-04-10 21:12:32.705397,80.73.14.43,"I consider myself a responsible and at the same time a creative person. I like walking in nature, reading books, drawing"
637,467575873,2024-01-17 12:30:58.819800,178.150.21.252,I am sincere and purposeful
638,623060815,2024-04-11 16:00:37.103689,2a02:2378:104c:3997:94f3:45a9:27be:4285,I am responsible for my work
640,688063138,2024-01-16 11:01:39.891063,5.199.233.128,Everything is in the survey
641,691113045,2024-01-17 09:22:24.267308,188.163.74.80,"I am an introvert who likes to be alone, but at the same time I like to communicate with people. I am diligent, calm and well-mannered at work. I have many hobbies, for example: playing the guitar, learning English, doing sports, and beekeeping."
645,1739338639,2024-03-29 18:48:18.992006,109.86.125.156,"Responsible for those whom she has tamed, I start the day with physical exercises and water."
646,450314173,2024-04-12 14:12:22.747812,46.211.249.117,"Attentive, patient, quick learner."
647,448595188,2024-04-17 12:13:40.073252,194.44.112.3,"A young girl, hardworking and tolerant"
648,552825216,2024-04-15 14:19:30.149762,2a02:2378:1014:7b97:ed68:ecac:ac4e:5fde,I love to work and make people happier. I am a very kind person and always ready to help. My hobby is dancing
650,1737120794,2024-03-25 20:30:05.423701,0.0.0.0,
651,1737846808,2024-04-14 19:11:29.637865,188.163.83.122,To pay well
652,1738426994,2024-03-07 14:27:55.138472,128.124.108.43,Interesting 🤔
653,1741524612,2024-04-07 09:51:54.990239,46.211.17.18,I love my job...I will come there on Saturday)) I am responsible...picky with people...cheerful))
654,1744458290,2024-03-09 03:27:33.639085,31.202.114.254,"Hardworking, kind,"
655,1745129428,2024-03-03 16:46:21.073014,0.0.0.0,
656,1748079098,2024-03-26 22:17:22.370712,0.0.0.0,
657,1751700836,2024-03-14 10:19:06.004964,46.211.249.163,Yes I like it
658,5567877272,2024-04-12 14:22:03.079522,2a02:2378:1245:c872:555c:b192:eb86:7c93,"I like this kind of income, I am ready to continue doing it"
659,6087924062,2024-04-15 14:27:42.127453,2a02:2378:1014:7b97:ed68:ecac:ac4e:5fde,"Friendly and kind person, I love animals. Very hardworking, I always resolve conflicts peacefully. I love swimming and sports"
660,1673386491,2024-04-16 16:56:09.889216,93.127.18.5,Workaholic
661,202752949,2024-01-15 12:16:12.077672,91.123.150.187,III
662,6648866208,2024-04-17 12:14:25.541802,2a02:2378:10b3:4946:359f:e87a:3a0b:979b,"As I wrote above, I love swimming, outdoor recreation, I work as a manager in a supermarket"
663,524789111,2024-04-13 10:58:37.438419,176.36.199.103,I love life.
664,336815899,2024-01-17 14:42:10.148851,62.205.158.24,Diligent
665,622870580,2024-04-10 22:04:20.355223,2a02:2378:11e5:cc58:c4be:37d7:5471:ae79,"She used to live in the Kherson region, the territory is currently occupied, moved to Kyiv, got married and gave birth to a child, worked before that, loved to work and engage in self-development, go shopping, interested in politics"
666,1030086551,2024-01-17 17:24:22.442174,46.211.239.173,"I really like my difficult work, very scrupulous, I love animals - I take care of homeless animals."
668,1112559066,2024-04-11 16:06:16.311076,88.155.168.242,"Responsible, confident, communicative"
670,1756215813,2024-03-02 15:30:12.910534,0.0.0.0,
671,1757288263,2024-03-19 11:46:31.430968,176.8.250.19,"I am a very charismatic and interesting person. I am very responsible, I have an analytical mind, but despite this, I also have creative skills - I can play the piano. I love animals, I have a parrot. I like marketing and advertising and that's why I chose a profession related to it."
672,1758231214,2024-04-06 20:33:47.307663,37.73.30.187,"Responsibility, thoroughness in the performance of assigned tasks"
674,1754638260,2024-04-01 15:10:23.800996,188.163.98.18,I have 3 cats
675,1759868263,2024-03-27 20:48:14.236295,93.127.70.206,I'm looking for a job
676,1758638209,2024-03-07 14:21:17.748963,0.0.0.0,
677,1762015730,2024-04-14 17:43:43.930798,188.163.34.228,"Idealist, introvert. I like to draw and scratch cats. I appreciate decent people. I believe in the Armed Forces and Victory of Ukraine."
678,1767337703,2024-02-14 20:34:30.900583,0.0.0.0,
679,1767502021,2024-03-19 23:11:18.639075,37.73.12.116,Responsible with developed organizational skills
680,1767852187,2024-02-28 21:06:50.099192,0.0.0.0,
681,1768652156,2024-03-18 19:35:07.104850,37.73.6.194,A wise man
682,1769821143,2024-02-28 19:23:27.846559,92.249.112.65,Everything new is interesting.
683,5256005888,2024-04-13 11:00:57.115464,46.211.166.4,"I am persistent, attentive,
The team is fair.
I don't like to put off work until tomorrow, I want to do it right quickly and efficiently.
Confidently go forward to the goal.
Thank you. Have a nice day."
684,5259522429,2024-04-15 15:05:15.906975,88.155.144.91,People really like to sew things
685,530264131,2024-03-05 01:34:11.197174,88.155.166.158,"I am smart, lazy, proud.
I am responsible for the performance of work."
686,550510595,2024-01-17 21:50:20.000235,176.37.28.208,"Determined and confident
Responsible
I want to do something interesting and challenging"
687,789497318,2024-04-16 17:02:13.000033,62.16.21.207,The age of social networks
688,641740106,2024-01-17 14:10:31.204030,194.169.205.1,"I create visual information. Pictures, diagrams, signs, posters - everything that can be printed. If you need to convey any message with the help of pictures, it's up to me!"
689,1547204175,2024-04-17 12:17:57.361733,46.211.13.196,"Hello, my name is Snow White. I love active recreation, nature and cats. I have been working in the field of trade for 10 years and have experience in all operational processes of a supermarket. I like to create effective teams and control organizational moments. I like motivational literature and travel."
690,698093557,2024-04-11 01:25:12.142053,188.163.21.109,"I like to make quick decisions, to solve various problems, I don't like to mess around at work. Now I'm losing weight and taking care of my mental health."
692,720205520,2024-01-17 19:08:13.478898,46.211.230.187,"In search of himself, a responsible, creative person who tries to understand this world. Sometimes you know that this world is not for everyone. I closely perceive the problems of others, injustice"
693,1780811840,2024-04-11 19:46:47.955814,176.111.177.127,Very responsible
695,1009368063,2024-04-12 14:23:12.243670,178.133.177.244,Walk
696,1049224468,2024-04-11 16:09:19.655758,176.37.200.136,I like active work
697,1782492053,2024-01-18 04:29:28.596010,0.0.0.0,
698,1782795949,2024-04-06 05:07:27.967029,95.134.51.171,"I treat work responsibly. I have a balanced hobby: I know how to sew, I love the theater and art."
699,1787303628,2024-02-27 09:07:52.588566,46.133.146.184,"I am a seamstress, I have a wonderful family, I love my job very much, I really like being at home with my children and husband, my family and I really like to walk together in nature or near the sea on weekends"
700,1789363766,2024-03-09 18:10:18.010506,88.155.194.147,"Self-improvement, cryptocurrencies, business"
701,1791505151,2024-02-23 09:52:15.419845,0.0.0.0,
702,1791810334,2024-02-25 19:32:49.167140,0.0.0.0,
